id,scale,score,task,level
014ERAI,TI,17,MS,hard
014ERAI,PE,2.377777778,MS,hard
014ERAI,EF,18.90370551,MS,hard
014ERAI,FR,18.05185276,MS,hard
014ERAI,ME,11.95555556,MS,easy
014ERAI,PH,10.83703749,MS,easy
014ERAI,TI,9.955555556,MS,easy
014ERAI,PE,18.52592638,MS,easy
014ERAI,EF,12.98518609,MS,easy
014ERAI,FR,6,MS,easy
014ERAI,ME,11.38518609,MR,easy
014ERAI,PH,11.4,MR,easy
014ERAI,TI,6.985185411,MR,easy
014ERAI,PE,16.85925971,MR,easy
014ERAI,EF,12.05185276,MR,easy
014ERAI,FR,6.029629856,MR,easy
014ERAI,ME,12.05925971,MR,medium
014ERAI,PH,11.00740831,MR,medium
014ERAI,TI,6.829629856,MR,medium
014ERAI,PE,15.00740831,MR,medium
014ERAI,EF,10.98518609,MR,medium
014ERAI,FR,6.970370822,MR,medium
014ERAI,ME,16.02963053,ST,hard
014ERAI,PH,14.06666667,ST,hard
014ERAI,TI,17.08888889,ST,hard
014ERAI,PE,4.533333333,ST,hard
014ERAI,EF,16.81481527,ST,hard
014ERAI,FR,16.88148193,ST,hard
015ERIG,ME,2.053333333,ST,easy
015ERIG,PH,0.062222222,ST,easy
015ERIG,TI,0.986666667,ST,easy
015ERIG,PE,19.95555556,ST,easy
015ERIG,EF,2.035555556,ST,easy
015ERIG,FR,0.08,ST,easy
015ERIG,ME,11.04888889,MR,medium
015ERIG,PH,0.026666667,MR,medium
015ERIG,TI,0.044444444,MR,medium
015ERIG,PE,10.97777778,MR,medium
015ERIG,EF,8.933333333,MR,medium
015ERIG,FR,2.035555556,MR,medium
015ERIG,ME,10.03555556,ST,hard
015ERIG,PH,0.08,ST,hard
015ERIG,TI,7.048888889,ST,hard
015ERIG,PE,11.08444444,ST,hard
015ERIG,EF,0.044444444,ST,hard
015ERIG,FR,1.04,ST,hard
015ERIG,ME,1.022222222,MS,easy
015ERIG,PH,0.026666667,MS,easy
015ERIG,TI,0.026666667,MS,easy
015ERIG,PE,19.97333333,MS,easy
015ERIG,EF,0.986666667,MS,easy
015ERIG,FR,0.026666667,MS,easy
015ERIG,ME,12.08,MS,hard
015ERIG,PH,0.062222222,MS,hard
015ERIG,TI,13.12888889,MS,hard
015ERIG,PE,6.106666667,MS,hard
015ERIG,EF,12.04444444,MS,hard
015ERIG,FR,1.093333333,MS,hard
015ERIG,ME,4.986666667,MS,medium
015ERIG,PH,0.08,MS,medium
015ERIG,TI,3.084444444,MS,medium
015ERIG,PE,15.973333330000001,MS,medium
015ERIG,EF,1.982222222,MS,medium
015ERIG,FR,0.097777778,MS,medium
015ERIG,ME,8.897777778,MR,hard
015ERIG,PH,0.026666667,MR,hard
015ERIG,TI,0.097777778,MR,hard
015ERIG,PE,11.99111111,MR,hard
015ERIG,EF,6.942222222,MR,hard
015ERIG,FR,0.044444444,MR,hard
015ERIG,ME,3.048888889,ST,medium
015ERIG,PH,0.008888889,ST,medium
015ERIG,TI,0.986666667,ST,medium
015ERIG,PE,16.04444444,ST,medium
015ERIG,EF,2.942222222,ST,medium
015ERIG,FR,0.115555556,ST,medium
015ERIG,ME,3.92,MR,easy
015ERIG,PH,0.115555556,MR,easy
015ERIG,TI,0.062222222,MR,easy
015ERIG,PE,13.04,MR,easy
015ERIG,EF,4.08,MR,easy
015ERIG,FR,0.186666667,MR,easy
016ERSA,ME,1.039057268,MR,easy
016ERSA,PH,0.021642412,MR,easy
016ERSA,TI,0.021642412,MR,easy
016ERSA,PE,9.961039516,MR,easy
016ERSA,EF,3.073310634,MR,easy
016ERSA,FR,0.998370361,MR,easy
016ERSA,ME,6.944953265,ST,medium
016ERSA,PH,0.005380685,ST,medium
016ERSA,TI,9.973849923,ST,medium
016ERSA,PE,16.96727644,ST,medium
016ERSA,EF,1.933513532,ST,medium
016ERSA,FR,2.938357108,ST,medium
016ERSA,ME,14.04183698,MR,medium
016ERSA,PH,0.004648045,MR,medium
016ERSA,TI,0.043585859,MR,medium
016ERSA,PE,8.056444441,MR,medium
016ERSA,EF,4.055121722,MR,medium
016ERSA,FR,0.945858765,MR,medium
016ERSA,ME,7.98195016,ST,easy
016ERSA,PH,3.951182338,ST,easy
016ERSA,TI,0.985416957,ST,easy
016ERSA,PE,17.08806501,ST,easy
016ERSA,EF,5.024155971,ST,easy
016ERSA,FR,1.088631766,ST,easy
016ERSA,ME,15.99511893,MS,hard
016ERSA,PH,NA,MS,hard
016ERSA,TI,15.20538853,MS,hard
016ERSA,PE,4.367605591,MS,hard
016ERSA,EF,12.28575963,MS,hard
016ERSA,FR,12.10344064,MS,hard
016ERSA,ME,9.783780343,MS,medium
016ERSA,PH,6.640929304,MS,medium
016ERSA,TI,10.09024309,MS,medium
016ERSA,PE,11.7375715,MS,medium
016ERSA,EF,9.30459246,MS,medium
016ERSA,FR,1.18112139,MS,medium
016ERSA,ME,13.9711513,MR,hard
016ERSA,PH,7.724576242,MR,hard
016ERSA,TI,1.362748064,MR,hard
016ERSA,PE,4.985872977,MR,hard
016ERSA,EF,15.11410958,MR,hard
016ERSA,FR,10.75294713,MR,hard
016ERSA,ME,13.51068987,ST,hard
016ERSA,PH,7.02141898,ST,hard
016ERSA,TI,19.80909773,ST,hard
016ERSA,PE,3.27361581,ST,hard
016ERSA,EF,10.29261649,ST,hard
016ERSA,FR,10.42704555,ST,hard
016ERSA,ME,0.009879848,MS,easy
016ERSA,PH,NA,MS,easy
016ERSA,TI,0.009879848,MS,easy
016ERSA,PE,19.87875977,MS,easy
016ERSA,EF,0.060697937,MS,easy
016ERSA,FR,0.03928506,MS,easy
069SSMV,ME,9.980487805,MR,easy
069SSMV,PH,10.0195122,MR,easy
069SSMV,TI,1.024390244,MR,easy
069SSMV,PE,10,MR,easy
069SSMV,EF,14.95609756,MR,easy
069SSMV,FR,10,MR,easy
069SSMV,ME,1.980487805,ST,easy
069SSMV,PH,4.965853659,ST,easy
069SSMV,TI,9.980487805,ST,easy
069SSMV,PE,16.96585366,ST,easy
069SSMV,EF,10,ST,easy
069SSMV,FR,16.98536585,ST,easy
069SSMV,ME,14,MR,hard
069SSMV,PH,14.99512195,MR,hard
069SSMV,TI,0.985365854,MR,hard
069SSMV,PE,6.995121951,MR,hard
069SSMV,EF,14.97560976,MR,hard
069SSMV,FR,17.96097561,MR,hard
069SSMV,ME,4.965853659,ST,medium
069SSMV,PH,2.975609756,ST,medium
069SSMV,TI,18.99512195,ST,medium
069SSMV,PE,6.975609756,ST,medium
069SSMV,EF,17.92195122,ST,medium
069SSMV,FR,18.97560976,ST,medium
069SSMV,ME,2,MS,easy
069SSMV,PH,3.990243902,MS,easy
069SSMV,TI,1.043902439,MS,easy
069SSMV,PE,18.99512195,MS,easy
069SSMV,EF,10.97560976,MS,easy
069SSMV,FR,13.9804878,MS,easy
069SSMV,ME,2.975609756,MS,medium
069SSMV,PH,6.019512195,MS,medium
069SSMV,TI,9.96097561,MS,medium
069SSMV,PE,7.014634146,MS,medium
069SSMV,EF,14.97560976,MS,medium
069SSMV,FR,16.96585366,MS,medium
069SSMV,ME,9.941463415,MR,medium
069SSMV,PH,9.980487805,MR,medium
069SSMV,TI,3.034146341,MR,medium
069SSMV,PE,6.975609756,MR,medium
069SSMV,EF,14.97560976,MR,medium
069SSMV,FR,12.96585366,MR,medium
069SSMV,ME,9.92195122,ST,hard
069SSMV,PH,9.980487805,ST,hard
069SSMV,TI,19.9902439,ST,hard
069SSMV,PE,4.985365854,ST,hard
069SSMV,EF,15.97073171,ST,hard
069SSMV,FR,19.93170732,ST,hard
069SSMV,ME,10.0195122,MS,hard
069SSMV,PH,14.91707317,MS,hard
069SSMV,TI,15.03414634,MS,hard
069SSMV,PE,3.970731707,MS,hard
069SSMV,EF,16.98536585,MS,hard
069SSMV,FR,18.97560976,MS,hard
019ERSM,ME,4.162962449,ST,easy
019ERSM,PH,0.859258696,ST,easy
019ERSM,TI,10.01481389,ST,easy
019ERSM,PE,18.85925907,ST,easy
019ERSM,EF,5.05185076,ST,easy
019ERSM,FR,7.155555103,ST,easy
019ERSM,ME,9.140740571,MR,hard
019ERSM,PH,0.562962592,MR,hard
019ERSM,TI,7.037036228,MR,hard
019ERSM,PE,16.32592366,MR,hard
019ERSM,EF,6.9037029,MR,hard
019ERSM,FR,0.474073707,MR,hard
019ERSM,ME,8.859258378,ST,medium
019ERSM,PH,0.725925368,ST,medium
019ERSM,TI,5.303702963,ST,medium
019ERSM,PE,11.24444383,ST,medium
019ERSM,EF,4.207406892,ST,medium
019ERSM,FR,2.503703617,ST,medium
019ERSM,ME,3.199999705,MS,easy
019ERSM,PH,0.311110931,MS,easy
019ERSM,TI,0.844444243,MS,easy
019ERSM,PE,19.88148125,MS,easy
019ERSM,EF,1.111110899,MS,easy
019ERSM,FR,NA,MS,easy
019ERSM,ME,14.38518372,MS,hard
019ERSM,PH,0.222222046,MS,hard
019ERSM,TI,11.51111049,MS,hard
019ERSM,PE,13.21481376,MS,hard
019ERSM,EF,16.54814588,MS,hard
019ERSM,FR,0.666666472,MS,hard
019ERSM,ME,5.674072957,ST,hard
019ERSM,PH,0.355555374,ST,hard
019ERSM,TI,18.04444356,ST,hard
019ERSM,PE,1.762962544,ST,hard
019ERSM,EF,1.837036977,ST,hard
019ERSM,FR,3.348148028,ST,hard
019ERSM,ME,9.748147231,MR,medium
019ERSM,PH,0.237036769,MR,medium
019ERSM,TI,1.88148142,MR,medium
019ERSM,PE,18.088888,MR,medium
019ERSM,EF,7.837036196,MR,medium
019ERSM,FR,0.829629248,MR,medium
019ERSM,ME,5.155555183,MR,easy
019ERSM,PH,NA,MR,easy
019ERSM,TI,1.555555326,MR,easy
019ERSM,PE,19.06666574,MR,easy
019ERSM,EF,2.62222195,MR,easy
019ERSM,FR,0.666666472,MR,easy
019ERSM,ME,8.488888384,MS,medium
019ERSM,PH,0.103703441,MS,medium
019ERSM,TI,6.651850696,MS,medium
019ERSM,PE,15.9999992,MS,medium
019ERSM,EF,1.792592534,MS,medium
019ERSM,FR,3.037036929,MS,medium
021SSAZ,ME,18.26666712,MR,medium
021SSAZ,PH,3.155555443,MR,medium
021SSAZ,TI,3.155555443,MR,medium
021SSAZ,PE,6.059259485,MR,medium
021SSAZ,EF,16.47407362,MR,medium
021SSAZ,FR,14.9481495,MR,medium
021SSAZ,ME,17.12592683,MR,hard
021SSAZ,PH,5.155555443,MR,hard
021SSAZ,TI,4.029629743,MR,hard
021SSAZ,PE,6.133333559,MR,hard
021SSAZ,EF,17.98518654,MR,hard
021SSAZ,FR,15.08148193,MR,hard
021SSAZ,ME,19.9555551,MS,hard
021SSAZ,PH,12.31111089,MS,hard
021SSAZ,TI,17.76296432,MS,hard
021SSAZ,PE,8.666666667,MS,hard
021SSAZ,EF,18.2518514,MS,hard
021SSAZ,FR,19.03703704,MS,hard
021SSAZ,ME,15.68889025,ST,hard
021SSAZ,PH,4.325926039,ST,hard
021SSAZ,TI,14.87407543,ST,hard
021SSAZ,PE,11.4518523,ST,hard
021SSAZ,EF,9.703703704,ST,hard
021SSAZ,FR,12.84444512,ST,hard
021SSAZ,ME,14.50370393,ST,medium
021SSAZ,PH,3.362963076,ST,medium
021SSAZ,TI,16.63703749,ST,medium
021SSAZ,PE,10.9185192,ST,medium
021SSAZ,EF,9.422221996,ST,medium
021SSAZ,FR,11.11111111,ST,medium
021SSAZ,ME,13.30370416,MS,medium
021SSAZ,PH,13.79259237,MS,medium
021SSAZ,TI,4.518518519,MS,medium
021SSAZ,PE,19.91111247,MS,medium
021SSAZ,EF,5.600000452,MS,medium
021SSAZ,FR,2,MS,medium
021SSAZ,ME,1.659259372,ST,easy
021SSAZ,PH,1.555555556,ST,easy
021SSAZ,TI,1.555555556,ST,easy
021SSAZ,PE,19.98518654,ST,easy
021SSAZ,EF,0.548148261,ST,easy
021SSAZ,FR,0.148148148,ST,easy
021SSAZ,ME,0.355555499,MS,easy
021SSAZ,PH,4.222222222,MS,easy
021SSAZ,TI,0.637036924,MS,easy
021SSAZ,PE,19.94074164,MS,easy
021SSAZ,EF,3.718518858,MS,easy
021SSAZ,FR,1.451851739,MS,easy
021SSAZ,ME,6.385184959,MR,easy
021SSAZ,PH,5.88148216,MR,easy
021SSAZ,TI,0.088888945,MR,easy
021SSAZ,PE,18.32592547,MR,easy
021SSAZ,EF,3.274074413,MR,easy
021SSAZ,FR,1.511111224,MR,easy
022ERVS,ME,6.059259485,MS,medium
022ERVS,PH,0.725926152,MS,medium
022ERVS,TI,3.362963076,MS,medium
022ERVS,PE,19.89629675,MS,medium
022ERVS,EF,6.340741193,MS,medium
022ERVS,FR,0.074074074,MS,medium
022ERVS,ME,9.466666893,MR,medium
022ERVS,PH,0.237037094,MR,medium
022ERVS,TI,0.014814871,MR,medium
022ERVS,PE,16.93333379,MR,medium
022ERVS,EF,11.11111111,MR,medium
022ERVS,FR,0.637036924,MR,medium
022ERVS,ME,16.87407543,MS,hard
022ERVS,PH,0.014814871,MS,hard
022ERVS,TI,19.97037082,MS,hard
022ERVS,PE,14.20740763,MS,hard
022ERVS,EF,19.51111066,MS,hard
022ERVS,FR,15.89629675,MS,hard
022ERVS,ME,2.992592706,MR,easy
022ERVS,PH,0.133333277,MR,easy
022ERVS,TI,0.133333277,MR,easy
022ERVS,PE,19.05185276,MR,easy
022ERVS,EF,1.007407294,MR,easy
022ERVS,FR,0.118518688,MR,easy
022ERVS,ME,2.148148148,ST,easy
022ERVS,PH,0.207407351,ST,easy
022ERVS,TI,8.844445123,ST,easy
022ERVS,PE,19.71851942,ST,easy
022ERVS,EF,5.392592819,ST,easy
022ERVS,FR,0.133333277,ST,easy
022ERVS,ME,10.8740743,ST,medium
022ERVS,PH,0.029629743,ST,medium
022ERVS,TI,17.21481436,ST,medium
022ERVS,PE,15.37777823,ST,medium
022ERVS,EF,15.05185276,ST,medium
022ERVS,FR,10.8296294,ST,medium
022ERVS,ME,19.9555551,ST,hard
022ERVS,PH,0.948148374,ST,hard
022ERVS,TI,19.9555551,ST,hard
022ERVS,PE,11.94074051,ST,hard
022ERVS,EF,19.86666757,ST,hard
022ERVS,FR,19.91111247,ST,hard
022ERVS,ME,12.40000068,MR,hard
022ERVS,PH,0.014814871,MR,hard
022ERVS,TI,0.014814871,MR,hard
022ERVS,PE,17.12592683,MR,hard
022ERVS,EF,14.59259259,MR,hard
022ERVS,FR,5.644444218,MR,hard
022ERVS,ME,1.496296635,MS,easy
022ERVS,PH,1.318518745,MS,easy
022ERVS,TI,0.533333672,MS,easy
022ERVS,PE,19.80740696,MS,easy
022ERVS,EF,3.80740752,MS,easy
022ERVS,FR,0,MS,easy
023ERRS,ME,0.999073216,ST,easy
023ERRS,PH,1.058387396,ST,easy
023ERRS,TI,1.088044486,ST,easy
023ERRS,PE,19.9944393,ST,easy
023ERRS,EF,9.065801668,ST,easy
023ERRS,FR,2.066728452,ST,easy
023ERRS,ME,17.94810009,MR,hard
023ERRS,PH,3.089898054,MR,hard
023ERRS,TI,13.02502317,MR,hard
023ERRS,PE,5.936978684,MR,hard
023ERRS,EF,15.07136237,MR,hard
023ERRS,FR,10.93419833,MR,hard
023ERRS,ME,17.918443,MS,hard
023ERRS,PH,4.009267841,MS,hard
023ERRS,TI,15.99073216,MS,hard
023ERRS,PE,11.97219648,MS,hard
023ERRS,EF,15.01204819,MS,hard
023ERRS,FR,12.07599629,MS,hard
023ERRS,ME,15.02687674,ST,hard
023ERRS,PH,2.081556997,ST,hard
023ERRS,TI,16.93975904,ST,hard
023ERRS,PE,15.02687674,ST,hard
023ERRS,EF,13.9592215,ST,hard
023ERRS,FR,12.03151066,ST,hard
023ERRS,ME,13.0695088,MR,easy
023ERRS,PH,1.088044486,MR,easy
023ERRS,TI,10.07414272,MR,easy
023ERRS,PE,12.01668211,MR,easy
023ERRS,EF,14.00370714,MR,easy
023ERRS,FR,8.027803522,MR,easy
023ERRS,ME,16.05004634,MR,medium
023ERRS,PH,1.933271548,MR,medium
023ERRS,TI,13.92956441,MR,medium
023ERRS,PE,11.08248378,MR,medium
023ERRS,EF,13.89990732,MR,medium
023ERRS,FR,11.98702502,MR,medium
023ERRS,ME,8.976830399,ST,medium
023ERRS,PH,1.058387396,ST,medium
023ERRS,TI,8.902687674,ST,medium
023ERRS,PE,17.02873031,ST,medium
023ERRS,EF,15.99073216,ST,medium
023ERRS,FR,8.087117702,ST,medium
023ERRS,ME,14.00370714,MS,medium
023ERRS,PH,1.102873031,MS,medium
023ERRS,TI,12.10565338,MS,medium
023ERRS,PE,15.97590361,MS,medium
023ERRS,EF,NA,MS,medium
023ERRS,FR,7.924003707,MS,medium
023ERRS,ME,10.96385542,MS,easy
023ERRS,PH,0.821130677,MS,easy
023ERRS,TI,10.97868397,MS,easy
023ERRS,PE,16.99907322,MS,easy
023ERRS,EF,12.00185357,MS,easy
023ERRS,FR,8.027803522,MS,easy
024SSSV,ME,5.066666667,MR,easy
024SSSV,PH,0.02962963,MR,easy
024SSSV,TI,0.044444444,MR,easy
024SSSV,PE,17.86666667,MR,easy
024SSSV,EF,4.148148148,MR,easy
024SSSV,FR,0.103703704,MR,easy
024SSSV,ME,9.837037037,MS,medium
024SSSV,PH,0.014814815,MS,medium
024SSSV,TI,9.97037037,MS,medium
024SSSV,PE,12.96296296,MS,medium
024SSSV,EF,11.85185185,MS,medium
024SSSV,FR,0.133333333,MS,medium
024SSSV,ME,0.088888889,ST,hard
024SSSV,PH,0.088888889,ST,hard
024SSSV,TI,0.088888889,ST,hard
024SSSV,PE,10.17777868,ST,hard
024SSSV,EF,0.162962963,ST,hard
024SSSV,FR,0.162962963,ST,hard
024SSSV,ME,0.059259259,ST,medium
024SSSV,PH,0.059259259,ST,medium
024SSSV,TI,0.059259259,ST,medium
024SSSV,PE,17.55555556,ST,medium
024SSSV,EF,1.007407407,ST,medium
024SSSV,FR,0.02962963,ST,medium
024SSSV,ME,15.79259259,MS,hard
024SSSV,PH,0,MS,hard
024SSSV,TI,0.044444444,MS,hard
024SSSV,PE,10.04444444,MS,hard
024SSSV,EF,16.6962963,MS,hard
024SSSV,FR,0,MS,hard
024SSSV,ME,13.68888889,MR,hard
024SSSV,PH,0.02962963,MR,hard
024SSSV,TI,0.014814815,MR,hard
024SSSV,PE,12.41481481,MR,hard
024SSSV,EF,9.97037037,MR,hard
024SSSV,FR,0.044444444,MR,hard
024SSSV,ME,12.56296296,MR,medium
024SSSV,PH,0.014814815,MR,medium
024SSSV,TI,0.133333333,MR,medium
024SSSV,PE,12.25185185,MR,medium
024SSSV,EF,9.866666667,MR,medium
024SSSV,FR,0.133333333,MR,medium
024SSSV,ME,10.02963053,MS,easy
024SSSV,PH,0.059259259,MS,easy
024SSSV,TI,0.118518519,MS,easy
024SSSV,PE,19.86666667,MS,easy
024SSSV,EF,6.562962963,MS,easy
024SSSV,FR,0.014814815,MS,easy
024SSSV,ME,2.962962963,ST,easy
024SSSV,PH,0.02962963,ST,easy
024SSSV,TI,0.02962963,ST,easy
024SSSV,PE,19.00740741,ST,easy
024SSSV,EF,8.622223126,ST,easy
024SSSV,FR,0.02962963,ST,easy
026SSDM,ME,14.07407498,MR,easy
026SSDM,PH,0.562963189,MR,easy
026SSDM,TI,1.970370822,MR,easy
026SSDM,PE,9.911111111,MR,easy
026SSDM,EF,7.940741645,MR,easy
026SSDM,FR,12.96296387,MR,easy
026SSDM,ME,6,ST,easy
026SSDM,PH,0.251852078,ST,easy
026SSDM,TI,2.903704156,ST,easy
026SSDM,PE,17.00740831,ST,easy
026SSDM,EF,2.888888889,ST,easy
026SSDM,FR,3.896296522,ST,easy
026SSDM,ME,13.08148193,ST,medium
026SSDM,PH,0.8740743,ST,medium
026SSDM,TI,3.259259711,ST,medium
026SSDM,PE,2.992593045,ST,medium
026SSDM,EF,11.68888889,ST,medium
026SSDM,FR,13.79259304,ST,medium
026SSDM,ME,15.11111111,ST,hard
026SSDM,PH,0.78518541100000006,ST,hard
026SSDM,TI,5.155555556,ST,hard
026SSDM,PE,1.244444444,ST,hard
026SSDM,EF,13.58518609,ST,hard
026SSDM,FR,15.65925971,ST,hard
026SSDM,ME,4.4740743,MS,easy
026SSDM,PH,0.562963189,MS,easy
026SSDM,TI,2.444444444,MS,easy
026SSDM,PE,18.94814996,MS,easy
026SSDM,EF,2.488888889,MS,easy
026SSDM,FR,1.525926378,MS,easy
026SSDM,ME,5.851852078,MS,medium
026SSDM,PH,0.281481595,MS,medium
026SSDM,TI,2.8,MS,medium
026SSDM,PE,15.76296387,MS,medium
026SSDM,EF,7.422222222,MS,medium
026SSDM,FR,7.422222222,MS,medium
026SSDM,ME,15.40740831,MR,medium
026SSDM,PH,1.066666667,MR,medium
026SSDM,TI,2.844444444,MR,medium
026SSDM,PE,7.140740967,MR,medium
026SSDM,EF,14.47407498,MR,medium
026SSDM,FR,14.47407498,MR,medium
026SSDM,ME,14.66666667,MS,hard
026SSDM,PH,0.948148261,MS,hard
026SSDM,TI,5.155555556,MS,hard
026SSDM,PE,6.577777778,MS,hard
026SSDM,EF,13.83703749,MS,hard
026SSDM,FR,11.83703749,MS,hard
026SSDM,ME,8.503704156,MR,hard
026SSDM,PH,0.503703817,MR,hard
026SSDM,TI,3.614815267,MR,hard
026SSDM,PE,12.88888889,MR,hard
026SSDM,EF,6.844444444,MR,hard
026SSDM,FR,8.518519423,MR,hard
027ARDB,ME,16,MS,medium
027ARDB,PH,6.992593045,MS,medium
027ARDB,TI,12.02963053,MS,medium
027ARDB,PE,15.05185276,MS,medium
027ARDB,EF,14.96296387,MS,medium
027ARDB,FR,10.96296387,MS,medium
027ARDB,ME,5.970370822,ST,medium
027ARDB,PH,1.03703715,ST,medium
027ARDB,TI,14.02963053,ST,medium
027ARDB,PE,17.03703749,ST,medium
027ARDB,EF,7.970370822,ST,medium
027ARDB,FR,15.03703749,ST,medium
027ARDB,ME,16.01481527,ST,hard
027ARDB,PH,13.02222222,ST,hard
027ARDB,TI,15.98518609,ST,hard
027ARDB,PE,4,ST,hard
027ARDB,EF,14.99259304,ST,hard
027ARDB,FR,18.07407498,ST,hard
027ARDB,ME,14.99259304,MR,hard
027ARDB,PH,14.99259304,MR,hard
027ARDB,TI,0.977777778,MR,hard
027ARDB,PE,16.96296387,MR,hard
027ARDB,EF,12.90370416,MR,hard
027ARDB,FR,5.022222222,MR,hard
027ARDB,ME,2.014815267,ST,easy
027ARDB,PH,1.03703715,ST,easy
027ARDB,TI,1.007407633,ST,easy
027ARDB,PE,18.97777778,ST,easy
027ARDB,EF,2.0740743,ST,easy
027ARDB,FR,2.029629856,ST,easy
027ARDB,ME,2.059259711,MS,easy
027ARDB,PH,2,MS,easy
027ARDB,TI,2.044444444,MS,easy
027ARDB,PE,19.91111111,MS,easy
027ARDB,EF,2,MS,easy
027ARDB,FR,7.985186089,MS,easy
027ARDB,ME,4.992593045,MR,easy
027ARDB,PH,3.940740967,MR,easy
027ARDB,TI,0.992592706,MR,easy
027ARDB,PE,18.94814996,MR,easy
027ARDB,EF,4.992593045,MR,easy
027ARDB,FR,3.037037489,MR,easy
027ARDB,ME,4.044444444,MR,medium
027ARDB,PH,3.007407633,MR,medium
027ARDB,TI,1.03703715,MR,medium
027ARDB,PE,19.05185276,MR,medium
027ARDB,EF,3.881481934,MR,medium
027ARDB,FR,3.022222222,MR,medium
027ARDB,ME,18.9925944,MS,hard
027ARDB,PH,16.93333333,MS,hard
027ARDB,TI,18.9925944,MS,hard
027ARDB,PE,1.970370822,MS,hard
027ARDB,EF,19.00740831,MS,hard
027ARDB,FR,17.97037082,MS,hard
029SSDL,ME,1.125926265,MS,easy
029SSDL,PH,2.903704043,MS,easy
029SSDL,TI,0.014814871,MS,easy
029SSDL,PE,19.9555551,MS,easy
029SSDL,EF,3.081481368,MS,easy
029SSDL,FR,NA,MS,easy
029SSDL,ME,13.1259257,MR,hard
029SSDL,PH,1.274074413,MR,hard
029SSDL,TI,1.06666678,MR,hard
029SSDL,PE,15.03703704,MR,hard
029SSDL,EF,6.829629404,MR,hard
029SSDL,FR,2.088889228,MR,hard
029SSDL,ME,14.81481481,MS,hard
029SSDL,PH,2.962962963,MS,hard
029SSDL,TI,2.133333559,MS,hard
029SSDL,PE,8.133333559,MS,hard
029SSDL,EF,14.93333379,MS,hard
029SSDL,FR,12.28148171,MS,hard
029SSDL,ME,9.096296522,ST,medium
029SSDL,PH,0.962962963,ST,medium
029SSDL,TI,0.962962963,ST,medium
029SSDL,PE,10.05925949,ST,medium
029SSDL,EF,5.111111111,ST,medium
029SSDL,FR,14,ST,medium
029SSDL,ME,8.977777552,MR,medium
029SSDL,PH,1.955555669,MR,medium
029SSDL,TI,6.088888663,MR,medium
029SSDL,PE,10.07407407,MR,medium
029SSDL,EF,8.029630308,MR,medium
029SSDL,FR,16.08888979,MR,medium
029SSDL,ME,4.118518405,ST,easy
029SSDL,PH,4.118518405,ST,easy
029SSDL,TI,6.903703478,ST,easy
029SSDL,PE,17.91111247,ST,easy
029SSDL,EF,3.259259259,ST,easy
029SSDL,FR,14.93333379,ST,easy
029SSDL,ME,7.288889567,MS,medium
029SSDL,PH,7.288889567,MS,medium
029SSDL,TI,13.86666644,MS,medium
029SSDL,PE,18.77036992,MS,medium
029SSDL,EF,14.31111089,MS,medium
029SSDL,FR,18.69629584,MS,medium
029SSDL,ME,12.0444449,ST,hard
029SSDL,PH,4.162963302,ST,hard
029SSDL,TI,13.88148216,ST,hard
029SSDL,PE,14.05925949,ST,hard
029SSDL,EF,1.94074108,ST,hard
029SSDL,FR,NA,ST,hard
029SSDL,ME,4.474074187,MR,easy
029SSDL,PH,3.259259259,MR,easy
029SSDL,TI,10.26666712,MR,easy
029SSDL,PE,18.53333424,MR,easy
029SSDL,EF,7.051851626,MR,easy
029SSDL,FR,15.64444535,MR,easy
031SSAS,ME,8.941515194,ST,hard
031SSAS,PH,0.419205745,ST,hard
031SSAS,TI,10.90018804,ST,hard
031SSAS,PE,9.941689197,ST,hard
031SSAS,EF,5.920159041,ST,hard
031SSAS,FR,2.002813343,ST,hard
031SSAS,ME,3.982323198,MR,medium
031SSAS,PH,0.606738514,MR,medium
031SSAS,TI,5.357561594,MR,medium
031SSAS,PE,15.00506737,MR,medium
031SSAS,EF,1.690259396,MR,medium
031SSAS,FR,1.690259396,MR,medium
031SSAS,ME,6.003507065,MR,hard
031SSAS,PH,0.523390489,MR,hard
031SSAS,TI,5.170029111,MR,hard
031SSAS,PE,10.81684116,MR,hard
031SSAS,EF,1.961139903,MR,hard
031SSAS,FR,NA,MR,hard
031SSAS,ME,3.128008238,ST,medium
031SSAS,PH,0.210836256,ST,medium
031SSAS,TI,4.91998561,ST,medium
031SSAS,PE,12.04622052,ST,medium
031SSAS,EF,2.502900344,ST,medium
031SSAS,FR,0.565064501,ST,medium
031SSAS,ME,2.106998373,ST,easy
031SSAS,PH,0.419205745,ST,easy
031SSAS,TI,2.002813343,ST,easy
031SSAS,PE,19.88091191,ST,easy
031SSAS,EF,0.62757552,ST,easy
031SSAS,FR,0.231673262,ST,easy
031SSAS,ME,3.836464728,MR,easy
031SSAS,PH,0.189999536,MR,easy
031SSAS,TI,0.16916253,MR,easy
031SSAS,PE,18.02642352,MR,easy
031SSAS,EF,0.315021001,MR,easy
031SSAS,FR,0.127488518,MR,easy
031SSAS,ME,11.62948154,MS,hard
031SSAS,PH,0.315021001,MS,hard
031SSAS,TI,10.69181913,MS,hard
031SSAS,PE,4.66994211,MS,hard
031SSAS,EF,10.04587366,MS,hard
031SSAS,FR,5.357561594,MS,hard
031SSAS,ME,3.982323198,MS,easy
031SSAS,PH,0.315021001,MS,easy
031SSAS,TI,5.003333635,MS,easy
031SSAS,PE,19.38082377,MS,easy
